Entry	eggNOG
Q969L2	KOG4788;
Q969L4	KOG3428;
Q969M3	KOG3103;
Q969M7	KOG0420;
Q969N2	KOG2407;
Q969P0	ENOG502QTUT;
Q969P5	KOG3926;
Q969P6	KOG0981;
Q969Q1	KOG2177;
Q969Q5	KOG0092;
Q969Q6	KOG2562;
Q969R2	KOG1737;
Q969R5	KOG3766;
Q969R8	ENOG502QUBC;
Q969S0	KOG1583;
Q969S2	ENOG502RIIB;
Q969S3	KOG2785;
Q969S6	KOG3631;
Q969S8	KOG1343;
Q969S9	KOG0464;
Q969T4	KOG0417;
Q969T7	KOG3128;
Q969T9	KOG3294;
Q969U6	ENOG502QTGQ;
Q969U7	KOG3112;
Q969V3	KOG2526;
Q969V4	KOG2685;
Q969V5	KOG1571;
Q969V6	ENOG502R5FB;
Q969W0	ENOG502S4Q3;
Q969W1	KOG1313;
Q969W9	ENOG502QRYK;
Q969X0	ENOG502S08B;
Q969X1	KOG2322;
Q969X2	
Q969X5	KOG2667;
Q969X6	KOG2048;
Q969Y2	KOG1191;
Q969Z0	ENOG502QTRE;
Q969Z3	KOG2362;
Q969Z4	ENOG502QVCC;
Q96A08	KOG1744;
Q96A09	KOG3852;
Q96A11	ENOG502QPNT;
Q96A25	ENOG502RY0I;
Q96A26	ENOG502S1PN;
Q96A29	KOG1442;
Q96A32	KOG0031;
Q96A33	KOG2357;
Q96A37	ENOG502RB47;
Q96A44	KOG3953;
Q96A49	KOG4310;
Q96A54	KOG0748;
Q96A56	ENOG502QTG4;
Q96A57	KOG4753;
Q96A58	KOG0395;
Q96A59	
Q96A61	KOG2177;
Q96A65	KOG3691;
Q96A70	KOG0622;
Q96A72	KOG3392;
Q96A83	ENOG502R2C0;
Q96AA3	KOG2864;
Q96AA8	ENOG502QTTJ;
Q96AB6	ENOG502QSQW;
Q96AC1	KOG3727;
Q96AD5	KOG3773;
Q96AE4	KOG1676;
Q96AE7	KOG4507;
Q96AG3	KOG2954;
Q96AG4	KOG0473;
Q96AH0	KOG3416;
Q96AH8	KOG0394;
Q96AJ1	KOG3647;
Q96AJ9	KOG1666;
Q96AK3	KOG4075;
Q96AN5	ENOG502QR4I;
Q96AP0	ENOG502SAN8;
Q96AP4	KOG4696;
Q96AP7	ENOG502QRZ4;
Q96AQ6	ENOG502QRIW;
Q96AQ7	ENOG502QU28;
Q96AQ8	KOG3156;
Q96AT9	KOG3111;
Q96AV8	KOG2578;
Q96AW1	ENOG502RYIF;
Q96AX1	KOG1302;
Q96AX2	KOG0083;
Q96AX9	KOG0504;KOG4582;
Q96AY2	ENOG502R8ER;
Q96AY3	KOG0549;
Q96AY4	KOG0548;KOG1130;
Q96AZ1	KOG2793;
Q96AZ6	KOG2249;
Q96B01	ENOG502RXRS;
Q96B02	KOG0427;
Q96B18	KOG4119;
Q96B21	ENOG502QU0J;
Q96B23	ENOG502QUC3;
Q96B26	KOG1613;
Q96B36	ENOG502RY6G;
Q96B42	ENOG502S2NZ;
Q96B49	ENOG502S9AX;
Q96B67	KOG3780;
Q96B86	ENOG502QSTJ;
Q96B96	ENOG502S3TB;
Q96B97	KOG4348;
Q96BA8	KOG0709;
Q96BD0	KOG3626;
Q96BD5	KOG0383;
Q96BD6	KOG3953;
Q96BD8	KOG4832;
Q96BF3	ENOG502SX6X;
Q96BF6	KOG1721;
Q96BH1	KOG4445;
Q96BI1	ENOG502QT94;
Q96BI3	KOG3972;
Q96BJ3	ENOG502QSD5;
Q96BK5	KOG2809;
Q96BM1	KOG0504;
Q96BM9	KOG0075;
Q96BN2	ENOG502QRMT;
Q96BN8	ENOG502QTB8;
Q96BP2	KOG4695;
Q96BP3	KOG0882;
Q96BR1	KOG0598;KOG2101;
Q96BR5	KOG4014;
Q96BR6	KOG1721;
Q96BR9	KOG1721;
Q96BS2	KOG0034;
Q96BT3	ENOG502RZH1;
Q96BT7	KOG1331;KOG4176;
Q96BW1	KOG1017;
Q96BW9	KOG2986;
Q96BY2	ENOG502SAVD;
Q96BY6	KOG1997;
Q96BY7	KOG2993;
Q96BY9	ENOG502QT6Y;
Q96BZ4	KOG3603;
Q96BZ8	ENOG502RZ97;
Q96BZ9	KOG2595;
Q96C00	KOG1721;
Q96C03	ENOG502QPJX;
Q96C10	KOG0354;
Q96C11	KOG2517;
Q96C12	ENOG502QSYU;
Q96C23	KOG1604;
Q96C24	KOG1028;
Q96C36	KOG3124;
Q96C45	KOG0597;
Q96C55	KOG1721;
Q96C74	ENOG502QTNR;
Q96C86	KOG3969;
Q96C92	ENOG502QUJK;
Q96CA5	KOG1101;
Q96CB8	KOG4323;
Q96CB9	KOG2198;
Q96CC6	KOG2290;
Q96CD2	KOG0672;
Q96CE8	ENOG502QS18;
Q96CF2	KOG1656;
Q96CG3	ENOG502S0RF;
Q96CG8	ENOG502QSJD;
Q96CJ1	KOG4795;
Q96CK0	KOG1721;
Q96CM3	KOG1919;
Q96CM8	KOG1177;
Q96CN4	KOG4436;
Q96CN5	KOG4308;
Q96CN9	ENOG502QQ2S;
Q96CP6	KOG1032;
Q96CP7	KOG4474;
Q96CQ1	KOG0757;
Q96CS2	ENOG502QSQA;
Q96CS3	KOG1363;
Q96CS7	ENOG502S9ZQ;
Q96CT7	KOG3223;
Q96CU9	KOG2853;
Q96CV9	ENOG502QTG2;
Q96CW1	KOG0938;
Q96CW5	KOG2000;
Q96CW9	KOG3512;
Q96D03	ENOG502R3EE;
Q96D05	ENOG502S2ZQ;
Q96D09	ENOG502S6CE;
Q96D15	KOG4223;
Q96D21	KOG0395;
Q96D31	KOG4298;
Q96D42	ENOG502S454;
Q96D46	KOG2613;
Q96D53	KOG1234;
Q96D59	KOG2177;
Q96D71	KOG1955;
Q96D96	ENOG502RX8B;
Q96D98	ENOG502TGX1;
Q96DA0	ENOG502SWMW;
Q96DA2	KOG0091;
Q96DA6	KOG0723;
Q96DB2	KOG1344;
Q96DB5	ENOG502QSJV;
Q96DB9	ENOG502SA05;
Q96DC9	KOG3991;
Q96DE0	ENOG502S20E;
Q96DE5	ENOG502RZ50;
Q96DF8	KOG2627;
Q96DG6	KOG3043;
Q96DH6	KOG4205;
Q96DI7	KOG0265;
Q96DM3	KOG2377;
Q96DN0	KOG0191;
Q96DN2	KOG1216;KOG1217;
Q96DN5	KOG0295;KOG1093;
Q96DN6	ENOG502QR6I;
Q96DP5	KOG3082;
Q96DR4	KOG3845;
Q96DR5	ENOG502TE6F;
Q96DR7	KOG3523;
Q96DR8	ENOG502TEGX;
Q96DT5	KOG3595;
Q96DT6	KOG2674;
Q96DT7	KOG1721;
Q96DU3	ENOG502SSRG;
Q96DU7	KOG1621;
Q96DV4	KOG3346;
Q96DW6	KOG0766;
Q96DX5	KOG0504;
Q96DX7	ENOG502RHR7;
Q96DX8	ENOG502S085;
Q96DZ1	KOG3394;
Q96DZ5	KOG4568;
Q96DZ7	ENOG502S1UJ;
Q96DZ9	KOG4788;
Q96E09	ENOG502QTCH;
Q96E11	KOG4759;
Q96E14	ENOG502S4AN;
Q96E17	KOG0093;
Q96E22	KOG2818;
Q96E29	KOG1267;
Q96E35	ENOG502QUSS;
Q96E40	ENOG502QQV9;
Q96E52	KOG2661;
Q96E93	KOG4297;
Q96EA4	ENOG502S27G;
Q96EB1	KOG3949;
Q96EB6	KOG2684;
Q96EC8	KOG2946;
Q96ED9	ENOG502QTJ1;
Q96EE3	KOG2445;
Q96EF0	KOG1089;
Q96EF6	ENOG502RZA6;
Q96EG1	KOG3867;
Q96EG3	KOG1721;
Q96EH3	KOG3212;
Q96EK4	ENOG502QQ1Z;
Q96EK5	ENOG502QPZT;
Q96EK6	KOG3396;
Q96EL1	ENOG502R5BS;
Q96EL3	ENOG502S5X4;
Q96EM0	ENOG502QRPF;
Q96EN8	KOG2142;
Q96EP0	KOG1812;
Q96EP1	KOG0802;
Q96EP5	KOG4205;
Q96EP9	KOG2718;
Q96EQ0	KOG0553;
Q96EQ8	ENOG502RYGV;
Q96ER9	ENOG502QWCS;
Q96ES7	KOG3038;
Q96EU7	KOG2246;
Q96EV2	ENOG502QR1Z;
Q96EV8	ENOG502QRS9;
Q96EW2	KOG2132;
Q96EX2	KOG0802;KOG4638;
Q96EX3	KOG1587;
Q96EY1	KOG0715;
Q96EY4	ENOG502RXYZ;
Q96EY5	KOG4000;
Q96EY7	KOG4422;
Q96EY8	ENOG502QS64;
Q96EZ8	KOG2293;
Q96F05	ENOG502RZBP;
Q96F07	KOG3534;
Q96F10	KOG3216;
Q96F15	ENOG502RB0C;
Q96F24	ENOG502QRE0;
Q96F25	KOG3339;
Q96F44	KOG2177;
Q96F45	ENOG502QUYV;
Q96F46	ENOG502QV5J;
Q96F81	KOG3664;
Q96F85	ENOG502QTXE;
Q96F86	KOG2585;
Q96FA3	KOG3842;
Q96FC9	KOG1133;
Q96FE5	KOG0619;
Q96FE7	ENOG502QTWD;
Q96FF9	ENOG502S4XG;
Q96FG2	KOG2998;
Q96FI4	ENOG502QSPK;
Q96FJ0	KOG2880;
Q96FJ2	KOG3430;
Q96FL8	KOG1347;
Q96FL9	
Q96FM1	KOG2970;
Q96FN4	KOG1327;
Q96FQ6	ENOG502S6F9;
Q96FS4	KOG3686;
Q96FT7	KOG4294;
Q96FT9	
Q96FV3	KOG3882;
Q96FV9	KOG2491;
Q96FW1	KOG3991;
Q96FX2	KOG2923;
Q96FX7	KOG2915;
Q96FX8	KOG4671;
Q96FZ2	KOG2618;
Q96FZ5	KOG4788;
Q96FZ7	KOG2910;
Q96G01	KOG0999;
Q96G03	KOG1220;
Q96G04	KOG2497;
Q96G21	KOG2781;
Q96G23	KOG1607;
Q96G25	KOG3583;
Q96G28	KOG4511;
Q96G30	ENOG502RYQM;
Q96G42	KOG1072;
Q96G46	KOG2333;
Q96G61	KOG2839;
Q96G74	KOG2605;
Q96G75	KOG2817;
Q96G79	KOG2234;
Q96G91	
Q96G97	KOG4200;
Q96GA3	KOG2637;
Q96GA7	KOG1250;
Q96GC6	KOG1721;
Q96GC9	KOG1109;
Q96GD0	KOG2882;
Q96GD3	KOG3766;
Q96GD4	KOG0580;
Q96GE4	ENOG502QTFE;
Q96GE6	KOG0027;
Q96GF1	KOG0823;
Q96GG9	KOG3077;
Q96GJ1	KOG2187;
Q96GL9	ENOG502S10V;
Q96GM1	KOG3030;
Q96GM5	KOG2570;
Q96GM8	KOG1990;
Q96GN5	ENOG502QWH1;
Q96GP6	KOG1218;
Q96GQ5	KOG4249;
Q96GQ7	KOG0338;
Q96GR2	KOG1256;
Q96GR4	KOG1311;
Q96GS4	KOG4514;
Q96GS6	
Q96GV9	ENOG502QRGS;
Q96GW7	KOG4297;
Q96GW9	KOG0436;
Q96GX1	ENOG502QV82;
Q96GX5	KOG0606;
Q96GX9	KOG2631;
Q96GY3	ENOG502QV4J;
Q96GZ6	KOG3788;
Q96H15	ENOG502S1A2;
Q96H20	KOG3341;
Q96H22	ENOG502QSE8;
Q96H55	KOG0160;
Q96H72	KOG2694;
Q96H86	KOG1721;
Q96H96	KOG1381;
Q96HA1	ENOG502R5GW;
Q96HA7	KOG0504;KOG4308;
Q96HA8	KOG3261;
Q96HA9	KOG4186;
Q96HB5	KOG3529;
Q96HC4	KOG1703;
Q96HD1	
Q96HD9	ENOG502QRAK;
Q96HE7	KOG2608;
Q96HE8	KOG4502;
Q96HF1	KOG3577;
Q96HH6	KOG4491;
Q96HH9	KOG1032;
Q96HI0	KOG0778;
Q96HJ3	ENOG502RRPQ;
Q96HJ5	ENOG502T41X;
Q96HN2	KOG1370;
Q96HP0	KOG1997;
Q96HP8	ENOG502SF8T;
Q96HR3	ENOG502QV3C;
Q96HR8	KOG2236;
Q96HR9	
Q96HS1	KOG4609;
Q96HT8	ENOG502TG9W;
Q96HU1	KOG2222;
Q96HU8	KOG0395;
Q96HW7	KOG2259;
Q96HY6	KOG3054;
Q96HY7	KOG0451;
Q96HZ4	KOG4304;
Q96I15	KOG1549;
Q96I23	ENOG502S7H4;
Q96I24	KOG1676;
Q96I25	KOG1996;
Q96I27	KOG1721;
Q96I34	KOG0505;
Q96I51	KOG1426;
Q96I59	KOG0554;
Q96I76	ENOG502QQ66;
Q96I99	KOG1447;
Q96IF1	KOG1701;
Q96II8	KOG0532;
Q96IJ6	KOG1460;
Q96IK1	ENOG502S57W;
Q96IK5	KOG4682;
Q96IL0	KOG4094;
Q96IP4	KOG3852;
Q96IQ9	KOG1721;
Q96IR7	KOG0638;
Q96IS3	KOG0490;
Q96IT1	KOG1721;
Q96IU2	ENOG502SQ4N;
Q96IU4	ENOG502QR0B;
Q96IV0	KOG0909;
Q96IV6	KOG0873;
Q96IW7	KOG0862;
Q96IX5	ENOG502S82X;
Q96IY1	ENOG502S001;
Q96IY4	KOG2650;
Q96IZ0	ENOG502QVUF;
Q96IZ2	KOG3989;
Q96IZ5	ENOG502RIV3;
Q96IZ6	KOG2361;
Q96IZ7	KOG3406;
Q96J01	KOG1407;
Q96J02	KOG0940;
Q96J42	KOG2640;
Q96J65	KOG0054;
Q96J66	KOG0054;
Q96J84	KOG3510;
Q96J87	KOG0146;
Q96J92	KOG0584;
Q96J94	KOG1042;
Q96JA1	KOG4194;
Q96JA3	KOG3221;
Q96JB1	KOG3595;
Q96JB2	KOG2604;
Q96JB3	KOG1721;
Q96JB5	KOG2607;
Q96JB6	ENOG502QSX8;
Q96JB8	KOG0609;
Q96JC1	KOG2063;
Q96JC9	KOG4795;
Q96JD6	KOG1577;
Q96JE7	KOG1913;
Q96JE9	ENOG502QS1F;
Q96JF0	KOG2692;
Q96JG6	KOG2939;
Q96JG8	KOG4562;
Q96JG9	KOG1721;
Q96JH7	KOG4345;
Q96JH8	KOG0160;
Q96JI7	KOG1884;
Q96JJ3	KOG2999;
Q96JJ6	KOG0231;
Q96JJ7	KOG4277;
Q96JK2	KOG4227;
Q96JK9	ENOG502QWEV;
Q96JL9	KOG1721;
Q96JM2	KOG1721;
Q96JM3	ENOG502QXNS;
Q96JM7	KOG3766;
Q96JN0	KOG4565;
Q96JN2	ENOG502RZUE;
Q96JP0	KOG0508;
Q96JP2	
Q96JP5	KOG1721;
Q96JP9	KOG3594;
Q96JQ0	KOG3594;
Q96JQ5	ENOG502S3XD;
Q96JS3	KOG1721;
Q96JW4	KOG3788;
Q96JX3	KOG2029;
Q96JY0	ENOG502QTQB;
Q96JY6	KOG1703;
Q96JZ2	ENOG502RZYN;
Q96K12	KOG1221;
Q96K19	KOG2164;
Q96K21	KOG1818;
Q96K30	ENOG502S61Y;
Q96K58	KOG1721;
Q96K76	KOG4598;
Q96K78	KOG4193;
Q96K80	KOG2494;
Q96K83	KOG1721;
Q96KA5	KOG2489;
Q96KB5	KOG0192;
Q96KC8	KOG0724;
Q96KG7	KOG1218;
Q96KG9	KOG1243;
Q96KK3	KOG3713;
Q96KK4	ENOG502QVH7;
Q96KK5	KOG1756;
Q96KM6	KOG1721;
Q96KN2	KOG2276;
Q96KN3	KOG0773;
Q96KN4	ENOG502QPSG;
Q96KN7	ENOG502R3GU;
Q96KN8	ENOG502S0JN;
Q96KP1	KOG2347;
Q96KP4	KOG2276;
Q96KP6	ENOG502RYDP;
Q96KQ4	KOG0515;
Q96KQ7	KOG1082;
Q96KR4	KOG2556;
Q96KR6	KOG4526;
Q96KR7	KOG4339;
Q96KS0	KOG3710;
Q96KV7	KOG0266;KOG0318;KOG3213;
Q96L08	ENOG502RY7E;
Q96L12	KOG0674;
Q96L21	KOG0857;
Q96L34	KOG0586;
Q96L42	KOG0498;
Q96L46	KOG0037;
Q96L50	KOG0619;
Q96L58	KOG2288;
Q96L73	KOG1081;
Q96L91	KOG0391;
Q96L92	KOG3784;
Q96L93	KOG0245;KOG2101;
Q96L96	ENOG502QPP5;
Q96LA5	ENOG502S65W;
Q96LA6	ENOG502S65W;
Q96LA8	KOG1499;
Q96LB1	ENOG502RTWA;
Q96LB2	ENOG502RTWA;
Q96LB3	ENOG502QS4E;
Q96LB4	KOG1772;
Q96LB8	ENOG502S2KY;
Q96LB9	ENOG502S2KY;
Q96LC7	ENOG502S41V;
Q96LC9	ENOG502S0P3;
Q96LD4	KOG2177;
Q96LD8	KOG3246;
Q96LI5	KOG0620;
Q96LI6	
Q96LJ7	KOG0725;
Q96LJ8	ENOG502S4IN;
Q96LK0	ENOG502RZP1;
Q96LL4	ENOG502S4XK;
Q96LL9	KOG0691;
Q96LM5	ENOG502S3MZ;
Q96LM6	ENOG502T74N;
Q96LR2	ENOG502QQFH;
Q96LR5	KOG0417;
Q96LR9	ENOG502S2T4;
Q96LT4	KOG3058;
Q96LT7	ENOG502QSST;
Q96LT9	KOG4206;
Q96LW4	ENOG502QS1Q;
Q96LW7	
Q96LX7	ENOG502QR6M;
Q96LX8	KOG1721;
Q96LZ3	KOG0034;
Q96LZ7	ENOG502QS2U;
Q96M02	ENOG502S6G8;
Q96M11	ENOG502QVD7;
Q96M27	ENOG502QUZV;
Q96M29	KOG2685;
Q96M32	KOG3078;
Q96M61	KOG4562;
Q96M63	ENOG502QSIU;
Q96M86	KOG3595;
Q96M91	ENOG502QRDR;
Q96M94	KOG4441;
Q96M96	KOG4424;
Q96M98	KOG3961;
Q96MA6	KOG3078;KOG3079;
Q96MB7	KOG4585;
Q96MC2	ENOG502QQ2B;
Q96MD2	ENOG502QTBE;
Q96MF2	ENOG502QT6I;
Q96MF7	KOG2979;
Q96MG2	ENOG502S4JK;
Q96MG7	KOG4562;
Q96MG8	KOG1661;
Q96MH2	ENOG502QQP8;
Q96MH6	KOG4321;
Q96MI9	KOG3641;
Q96MK3	KOG3829;
Q96MM3	KOG1721;
Q96MM7	KOG3955;
Q96MN2	KOG4308;
Q96MN9	KOG1721;
Q96MP8	KOG2723;
Q96MS0	KOG4222;
Q96MT3	KOG1704;
Q96MT7	KOG2106;
Q96MT8	ENOG502QRYU;
Q96MU7	KOG1902;
Q96MU8	KOG4157;
Q96MV1	KOG4561;
Q96MV8	KOG1315;
Q96MW5	KOG2069;
Q96MX0	KOG4788;
Q96MX3	KOG1721;
Q96MY7	ENOG502R2CY;
Q96N16	ENOG502QS6X;
Q96N19	ENOG502QQ83;
Q96N21	ENOG502QV38;
Q96N58	KOG1721;
Q96N64	ENOG502QU6V;
Q96N66	KOG2706;
Q96N67	KOG1997;
Q96N76	ENOG502QR75;
Q96N77	KOG1721;
Q96N87	KOG3659;
Q96N95	KOG1721;
Q96N96	KOG3519;
Q96NA2	ENOG502RXH1;
Q96NB1	ENOG502S0C1;
Q96NB2	KOG3767;
Q96NB3	KOG3032;
Q96NC0	KOG4727;
Q96NE9	KOG4371;
Q96NG3	KOG1124;
Q96NG5	KOG1721;
Q96NH3	ENOG502QR93;
Q96NI6	KOG0619;
Q96NL6	ENOG502QS6B;
Q96NL8	ENOG502S1KM;
Q96NM4	KOG0381;
Q96NN9	KOG1336;
Q96NR3	KOG1934;
Q96NR8	KOG1208;
Q96NT0	ENOG502S392;
Q96NT3	KOG4621;
Q96NT5	KOG2816;
Q96NU1	KOG4333;
Q96NW4	KOG2319;
Q96NW7	KOG0619;
Q96NX5	KOG0032;
Q96NY7	KOG1422;
Q96NY8	ENOG502R9I0;
Q96NY9	KOG2379;
Q96NZ1	KOG2294;
Q96NZ8	KOG4597;
Q96NZ9	ENOG502TDVH;
Q96P09	KOG1101;
Q96P11	KOG2360;
Q96P15	KOG2392;
Q96P16	KOG2669;
Q96P20	ENOG502SBIG;
Q96P26	ENOG502QRJF;
Q96P31	ENOG502S65W;
Q96P44	KOG3544;
Q96P47	KOG0705;
Q96P48	KOG1117;
Q96P53	KOG1409;
Q96P56	KOG2301;
Q96P63	KOG2392;
Q96P65	ENOG502QW2F;
Q96P66	KOG3656;
Q96P68	ENOG502QYYG;
Q96P70	KOG2274;
Q96P71	ENOG502QWRY;
Q96PB1	KOG1699;
Q96PB7	KOG3545;
Q96PC2	KOG1620;
Q96PC3	KOG0934;
Q96PC5	ENOG502QUND;
Q96PD2	ENOG502QRMB;
Q96PD4	ENOG502S5A0;
Q96PD5	ENOG502QR3D;
Q96PD6	KOG0831;
Q96PD7	KOG0831;
Q96PE1	KOG0619;
Q96PE3	KOG4428;
Q96PE7	KOG2944;
Q96PF1	ENOG502QTRA;
Q96PF2	KOG0583;
Q96PG8	ENOG502TE60;
Q96PH1	KOG0039;
Q96PH6	ENOG502TM86;
Q96PJ5	ENOG502S65W;
Q96PK6	ENOG502R6FF;
Q96PL5	KOG2177;
Q96PM5	KOG1940;
Q96PM9	ENOG502QWH6;
Q96PN6	ENOG502QPPT;
Q96PN7	KOG4167;
Q96PN8	KOG0583;
Q96PP8	KOG2037;
Q96PP9	KOG2037;
Q96PQ0	KOG3511;
Q96PQ1	ENOG502S41V;
Q96PQ6	KOG1721;
Q96PR1	KOG3713;
Q96PS8	KOG0224;
Q96PU4	ENOG502QRDQ;
Q96PU5	KOG0940;
Q96PU8	KOG1588;
Q96PV0	KOG3508;
Q96PV4	ENOG502SPHT;
Q96PV6	KOG1861;
Q96PV7	ENOG502QV04;
Q96PX1	KOG4265;
Q96PX8	ENOG502QTHH;
Q96PX9	KOG0689;KOG4240;
Q96PY5	KOG1923;
Q96PY6	KOG0589;
Q96PZ0	KOG2339;
Q96PZ2	KOG0866;
Q96PZ7	KOG4297;
Q96Q04	ENOG502R1RA;
Q96Q05	KOG1953;
Q96Q06	KOG4744;
Q96Q07	KOG4350;
Q96Q11	KOG2159;
Q96Q15	KOG0891;
Q96Q27	KOG0504;
Q96Q35	ENOG502R2KT;
Q96Q40	KOG0594;
Q96Q42	KOG0231;KOG1426;
Q96Q45	ENOG502QTW0;
Q96Q77	KOG0038;
Q96Q80	KOG0858;
Q96Q83	ENOG502QW9E;
Q96Q89	KOG0247;
Q96Q91	KOG1172;
Q96QA5	ENOG502S0IQ;
Q96QB1	KOG2200;
Q96QC0	ENOG502QQ2I;
Q96QD8	KOG1305;
Q96QD9	ENOG502QWD4;
Q96QE2	KOG0254;
Q96QE3	KOG1968;
Q96QE5	ENOG502QPVB;
Q96QF0	KOG4324;
Q96QF7	KOG3854;
Q96QG7	KOG1089;
Q96QH2	ENOG502SS22;
Q96QI5	KOG3704;
Q96QK1	KOG1107;
Q96QP1	ENOG502QX1X;
Q96QR8	KOG3074;
Q96QS3	KOG0490;
Q96QS6	KOG0032;
Q96QT4	KOG3614;
Q96QT6	KOG4299;
Q96QU1	KOG3594;
Q96QU8	KOG2020;
Q96QV1	KOG4295;
Q96QV6	KOG1756;
Q96QZ7	KOG3209;
Q96R06	ENOG502RW0Y;
Q96RD6	ENOG502QT63;
Q96RD7	ENOG502QT58;
Q96RD9	ENOG502S65W;
Q96RE7	KOG1721;
Q96RE9	KOG1721;
Q96RF0	KOG2528;
Q96RG2	KOG0583;KOG1152;
Q96RI0	ENOG502QU4Y;
Q96RI1	KOG3575;
Q96RI8	KOG3656;
Q96RJ0	KOG3656;
Q96RJ3	ENOG502T201;
Q96RJ6	KOG4029;
Q96RK0	KOG2746;
Q96RK4	KOG1124;
Q96RL1	ENOG502QQGN;
Q96RL6	ENOG502S41V;
Q96RL7	KOG1809;
Q96RN1	KOG0236;
Q96RN5	KOG4274;
Q96RP3	ENOG502R23K;
Q96RP7	ENOG502QSHR;
Q96RP9	KOG0465;
Q96RQ1	KOG2667;
Q96RQ3	KOG0238;
Q96RQ9	KOG0029;
Q96RR1	KOG2373;
Q96RR4	KOG0585;
Q96RS0	KOG2730;
Q96RS6	KOG4379;
Q96RT1	KOG0619;
Q96RT7	KOG2000;
Q96RT8	KOG4344;
Q96RU2	KOG1863;
Q96RU3	KOG3565;
Q96RU7	KOG0583;
Q96RU8	KOG0583;
Q96RW7	KOG4475;
Q96RY7	KOG3617;
Q96S06	ENOG502QT4H;
Q96S15	KOG0269;
Q96S16	KOG2131;
Q96S21	KOG0078;
Q96S37	KOG0255;
Q96S38	KOG0603;KOG2101;
Q96S42	KOG3900;
Q96S44	KOG3087;
Q96S52	KOG2459;
Q96S53	ENOG502QTCP;
Q96S55	KOG2028;
Q96S59	KOG1477;
Q96S65	KOG3813;
Q96S66	ENOG502QSP7;
Q96S82	KOG0010;
Q96S94	KOG0835;
Q96S97	KOG4788;
Q96S99	KOG1729;
Q96SB3	KOG1945;
Q96SB4	KOG1290;
Q96SB8	KOG0250;
Q96SC8	KOG3815;
Q96SD1	KOG1361;
Q96SF7	KOG3586;
Q96SI1	KOG2723;
Q96SI9	KOG3792;
Q96SL1	KOG2563;
Q96SL4	KOG1651;
Q96SN7	KOG4298;
Q96SN8	ENOG502QTI7;
Q96SQ5	KOG1721;
Q96SQ7	KOG3898;
Q96SQ9	KOG0156;
Q96ST2	KOG1793;
Q96ST3	KOG4204;
Q96ST8	ENOG502QWK8;
Q96SU4	KOG2210;
Q96SW2	KOG1400;
Q96SZ4	KOG1721;
Q96SZ5	KOG4281;
Q96SZ6	KOG2492;
Q96T21	ENOG502QUP4;
Q96T23	ENOG502QW8S;
Q96T37	KOG0112;
Q96T49	KOG0505;
Q96T51	KOG1729;KOG4381;
Q96T52	KOG1568;
Q96T53	KOG2704;
Q96T54	KOG1418;
Q96T55	KOG1418;
Q96T58	KOG0112;
Q96T60	KOG2134;
Q96T66	KOG3199;
Q96T68	KOG1141;
Q96T76	KOG1967;
Q96T83	KOG1965;
Q96T88	ENOG502QRDQ;
Q96T91	ENOG502S2RQ;
Q96TA1	ENOG502QV2S;
Q96TA2	KOG0734;
Q96TC7	ENOG502QWUP;
Q99062	ENOG502QT3H;
Q99075	ENOG502S0ZP;
Q99081	KOG3910;
Q99102	ENOG502QUJ0;
Q99217	ENOG502S4XP;
Q99250	KOG2301;
Q99259	KOG0629;
Q99417	ENOG502S2IC;
Q99418	KOG0930;
Q99424	KOG0136;
Q99426	KOG3206;
Q99435	KOG1217;
Q99436	KOG0173;
Q99437	KOG0233;
Q99439	KOG2046;
Q99447	KOG2803;
Q99453	KOG0484;
Q99456	ENOG502QTM6;
Q99459	KOG0050;
Q99460	KOG2062;
Q99466	KOG1217;
Q99467	KOG4641;
Q99469	ENOG502QW0M;
Q99471	KOG3048;
Q99487	KOG3847;
Q99489	KOG3923;
Q99490	KOG0705;
Q99496	KOG0311;
Q99497	KOG2764;
Q99500	ENOG502R61K;
Q99501	KOG0516;
Q99502	KOG3107;
Q99504	KOG3107;
Q99518	KOG1399;
Q99519	ENOG502QSIT;
Q99523	KOG3511;
Q99527	ENOG502QU56;
Q99536	KOG1197;
Q99538	KOG1348;
Q99541	ENOG502QRYF;
Q99542	KOG1565;
Q99543	KOG0724;
Q99547	KOG4531;
Q99549	KOG0504;KOG1911;
Q99550	KOG4713;
Q99551	KOG1267;
Q99558	KOG0198;
Q99567	KOG4460;
Q99569	KOG1048;
Q99570	KOG1240;
Q99571	ENOG502QSUI;
Q99572	ENOG502QSBN;
Q99574	KOG2392;
Q99575	KOG3322;
Q99576	KOG4797;
Q99578	KOG0395;
Q99581	KOG3806;
Q99583	KOG2483;
Q99584	ENOG502S3RT;
Q99590	KOG0825;
Q99592	KOG1721;
Q99593	KOG3585;
Q99594	KOG3841;
Q99595	KOG1652;
Q99598	KOG3066;
Q99607	KOG3804;
Q99608	KOG4562;
Q99611	KOG3939;
Q99612	KOG1721;
Q99613	KOG1076;
Q99615	KOG0550;
Q99616	ENOG502S776;
Q99619	KOG3953;
Q99622	ENOG502S2W0;
Q99623	KOG3090;
Q99624	KOG1305;
Q99626	KOG0848;
Q99627	KOG4414;
Q99633	KOG2808;
Q99638	KOG2810;
Q99640	KOG0601;
Q99643	KOG0449;
Q99645	KOG0619;
Q99650	ENOG502QWRV;
Q99653	KOG0034;
Q99661	KOG0246;
Q99665	ENOG502QRRE;
Q99674	ENOG502S2TZ;
Q99675	KOG4265;
